id,user_posted,name,description,date_posted,photos,videos,url,quoted_post,tagged_users,replies,reposts,likes,views,external_url,hashtags,followers,biography,posts_count,profile_image_link,following,is_verified,quotes,bookmarks,parent_post_details,cleaned_description,hour,day_of_week,engagement_score,engagement_rate,virality_score,num_hashtags,popularity_score
1817586152158925163,ISRLobbyMonitor,Israel Lobby Tracker UK,"Jonathan Reynolds is a Vice-Chair at Labour Friends of Israel. He has accepted a total of £2,950 from the Israel Lobby so far. This Government’s focus is putting more money in working people’s pockets and boosting economic growth. https:// mirror.co.uk/news/politics/ major-change-uk-minimum-wage-33341192 …",,['https://pbs.twimg.com/media/GTlc-IgXIAAafCd.jpg'],[],https://x.com/ISRLobbyMonitor/status/1817586152158925163,"{""data_posted"":null,""description"":""This Government’s focus is putting more money in working people’s pockets and boosting economic growth. \n\nhttps://t.co/MOPJbOsc4p https://t.co/UojgnkCRrc"",""photos"":[""https://pbs.twimg.com/media/GTlVvE9WwAAFXq8.jpg"",""https://pbs.twimg.com/media/GTlVvE_WMAAySP8.jpg""],""post_id"":""1817578305086017793"",""profile_id"":""jreynoldsMP"",""profile_name"":""Jonathan Reynolds"",""url"":""https://x.com/jreynoldsMP/status/1817578305086017793"",""videos"":null}",Non spécifié,29,383,506,12953.0,Non disponible,[],10820,We track the activities of anti-Palestinian British Politicians and the Israel Lobby in the UK to preserve Democratic integrity in the United Kingdom.,2453,https://pbs.twimg.com/profile_images/1831117595153412097/oHGQ_r0M_normal.jpg,561,False,13,7,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"," jonathan reynolds is a vice-chair at labour friends of israel. he has accepted a total of £2,950 from the israel lobby so far. this government’s focus is putting more money in working people’s pockets and boosting economic growth. mirror.co.uk/news/politics/ major-change-uk-minimum-wage-33341192 …",,,1321,0.12207744201090472,0.10197622356029026,0,1315.5
1784435378235290062,ca75638289,JC 🇵🇸,0.22 is particularly anti semetic,,[],['https://video.twimg.com/amplify_video/1784435301517307904/vid/avc1/480x848/44UiO8rY-c8aEMqy.mp4?tag=14'],https://x.com/ca75638289/status/1784435378235290062,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}","[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""1089998124"",""profile_name"":""Abier"",""url"":""https://x.com/abierkhatib""}]",38,138,469,26351.0,Non disponible,[],1964,"Our Lord, give us in this world that which is good and in the Hereafter that which is good and protect us from the punishment of the Fire. Quran 2:201",44079,https://pbs.twimg.com/profile_images/1719331083655770112/7IQUBf8__normal.jpg,2281,False,14,54,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}", 0.22 is particularly anti semetic,,,851,0.43307888040712467,0.03229356405585914,0,802.0
1788495646984486924,AbioticStress,Abiotic Stress Tolerance in Plants,Review by Vadez et al. @Laurent_Laplaze @ird_fr @ICRISAT @INRAE_France @irri @ETH_en @NatRevEarthEnv Crop #traits and production under #drought https:// nature.com/articles/s4301 7-023-00514-w … #PlantSci @CropGlobal @LAPSE_IRD @plantbionews @Sdg13Un @RootBiologyNews @ChenxinLi2 @CropImprovement,,['https://pbs.twimg.com/media/GNIC_boWUAAv5ai.jpg'],[],https://x.com/AbioticStress/status/1788495646984486924,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}","[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""767387129714540544"",""profile_name"":""Laplaze"",""url"":""https://x.com/Laurent_Laplaze""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""179149133"",""profile_name"":""IRD.fr"",""url"":""https://x.com/ird_fr""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""102661215"",""profile_name"":""ICRISAT"",""url"":""https://x.com/ICRISAT""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""262082115"",""profile_name"":""INRAE"",""url"":""https://x.com/INRAE_France""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""92654013"",""profile_name"":""IRRI 🌾"",""url"":""https://x.com/irri""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""204279080"",""profile_name"":""ETH Zurich"",""url"":""https://x.com/ETH_en""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""1053946146551357444"",""profile_name"":""Nature Reviews Earth & Environment 🌈"",""url"":""https://x.com/NatRevEarthEnv""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""1140782481093746689"",""profile_name"":""Global Sustainable Agriculture & Environment"",""url"":""https://x.com/CropGlobal""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""767010892558905344"",""profile_name"":""LAPSE"",""url"":""https://x.com/LAPSE_IRD""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""1583783279668432898"",""profile_name"":""Plant Biology News"",""url"":""https://x.com/plantbionews""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""1404797639040843784"",""profile_name"":""🇺🇳 #UN 🇺🇳 #SDGs 🌏 #ClimateAction 🌐 #ActNow"",""url"":""https://x.com/Sdg13Un""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""1426853076"",""profile_name"":""Root Biology News"",""url"":""https://x.com/RootBiologyNews""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""1148711488770568194"",""profile_name"":""Chenxin Li, PhD (@chenxinli2.bsky.social)"",""url"":""https://x.com/ChenxinLi2""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""1183880538685427717"",""profile_name"":""Innovation Lab for Crop Improvement"",""url"":""https://x.com/CropImprovement""}]",0,21,78,5960.0,https://nature.com/articles/s43017-023-00514-w,"['traits', 'drought', 'PlantSci']",14442,Highlighting work on #AbioticStress in plants #Drought #Salinity #Waterlogging #Flooding #HeavyMetals #Temperature #Nutrient #Oxidative #Hypoxia #Ozone #Light,7980,https://pbs.twimg.com/profile_images/1744625169262604288/_B89onYa_normal.jpg,11006,False,1,20,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}", review by vadez et al. crop and production under nature.com/articles/s4301 7-023-00514-w …,,,141,0.009762514713009762,0.02365374937091092,0,120.0
1771242875184980136,wait_is2025,Wait 🐳,"JUDAISM IS NOT ZIONISM JUDAISM IS THE RELIGION OF JEWS. But Scooter Braun has been trying to imply otherwise. Semitism is an ethnicity,not a religion. Palestinians are Semites too. #하이브는시오니스트를퇴출하라 #BootTheScoot",,"['https://pbs.twimg.com/media/GJS4AbQacAEvlhJ.jpg', 'https://pbs.twimg.com/media/GJS4Ae-acAIXpcS.jpg']",[],https://x.com/wait_is2025/status/1771242875184980136,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",Non spécifié,14,177,165,3919.0,Non disponible,"['하이브는시오니스트를퇴출하라', 'BootTheScoot']",867,"#SpeakYourselfBTS

https://t.co/OvmQzogaWP

https://t.co/84eLx3n32t",192204,https://pbs.twimg.com/profile_images/1833764148473389056/x17CtfNb_normal.jpg,676,False,3,4,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"," judaism is not zionism judaism is the religion of jews. but scooter braun has been trying to imply otherwise. semitism is an ethnicity,not a religion. palestinians are semites too.",,,540,0.6221198156682027,0.1377551020408163,0,540.0
1735651812034638063,zahiahx,Zahiah/زَهِيَّة,@BenMFreeman,,['https://pbs.twimg.com/media/GBZGHyTXwAAIrDA.jpg'],[],https://x.com/zahiahx/status/1735651812034638063,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}","[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""1028172969070055424"",""profile_name"":""Ben M. Freeman 🇮🇱"",""url"":""https://x.com/BenMFreeman""}]",2,8,34,876.0,Non disponible,[],1695,it is always easier to do the wrong thing . I love me a challenge,14690,https://pbs.twimg.com/profile_images/1827962454841667584/IvYUf2pR_normal.jpg,865,False,0,2,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}", ,,,54,0.031839622641509434,0.06157354618015964,0,53.0
1783926969505071392,julcanda,jules,the things I would do for these 2 outfits on demo,,"['https://pbs.twimg.com/media/GMHIExwW4AAAyjp.jpg', 'https://pbs.twimg.com/media/GMHIEx_WcAAw5kO.jpg']",[],https://x.com/julcanda/status/1783926969505071392,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",Non spécifié,14,56,726,16305.0,Non disponible,[],1644,2D artist & animator! p100 unknown & demo ~ in-game user is vroom vroom :) I post clips & art & my cat 🏳️‍⚧️🏳️‍🌈🇵🇸 free palestine,8226,https://pbs.twimg.com/profile_images/1762583352702337025/BV88zkZ1_normal.jpg,694,False,3,24,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}", the things i would do for these 2 outfits on demo,,,879,0.5343465045592705,0.05390653747086962,0,859.0
1739787364858306739,sjpchi,SJP Chicago- طلاب لأجل العدالة في فلسطين,"CHICAGO As the year comes to an end, our demands are still the same! STOP THE US-FUNDED GENOCIDE. END US AID TO APARTHEID ISRAEL. See you all on Sunday at 12 Noon! #freepalestine #gaza #palestine #endtheseigeonGaza #GazaGenocide #protectjenin #protectthewestbank #newyear",,['https://pbs.twimg.com/media/GCT3YzKX0AAQ9wk.jpg'],[],https://x.com/sjpchi/status/1739787364858306739,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",Non spécifié,66,230,433,90982.0,Non disponible,"['freepalestine', 'gaza', 'palestine', 'endtheseigeonGaza', 'GazaGenocide', 'protectjenin', 'protectthewestbank', 'newyear']",6602,"SJP Chicago is a unified front of Chicago SJPs advancing the liberation of Palestine & committed to supporting, uplifting, & connecting each other.",2174,https://pbs.twimg.com/profile_images/1145212795694276608/ETpWF4aF_normal.jpg,207,False,15,13,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"," chicago as the year comes to an end, our demands are still the same! stop the us-funded genocide. end us aid to apartheid israel. see you all on sunday at 12 noon!",,,987,0.1494775102226261,0.01084818042931097,0,992.0
1710568576548016444,ChrisOsieck,Chris Osieck,"This airstrike is not from now. It's from another Israeli operation from 13 May, 2023. I geolocated it nearby the cemetery in Beit Lahiya at the 31.54803761602032, 34.49995848939983 coordinates and archived the post from back then here: https:// archive.ph/Tve4w .",,[],[],https://x.com/ChrisOsieck/status/1710568576548016444,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",Non spécifié,6,73,286,74728.0,https://archive.ph/Tve4w,[],4262,Paths are made by walking  - الحركة بركة. Geolocation/visual verification. Views my own.,14247,https://pbs.twimg.com/profile_images/1738699433624166400/vr-RL_eE_normal.jpg,2358,False,15,10,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}"," this airstrike is not from now. it's from another israeli operation from 13 may, 2023. i geolocated it nearby the cemetery in beit lahiya at the 31.54803761602032, 34.49995848939983 coordinates and archived the post from back then here: archive.ph/tve4w .",,,463,0.10860896082570959,0.006195720536873235,0,441.0
1800304621098852600,SunitaSunitaV,Sunita Viswanath,Shameful and horrific. Is there a longer video of this meeting?,,[],[],https://x.com/SunitaSunitaV/status/1800304621098852600,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}","[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""3048802686"",""profile_name"":""Raqib Hameed Naik"",""url"":""https://x.com/raqib_naik""}]",112,3,51,21386.0,Non disponible,[],2861,"Cofounder @Hindus4HR, Abaad, @SadhanaHindus; @Amprog’s 21 “Faith Leaders to Watch” 2021; Obama White House “Champion of Change” 2011. sunita@sunitav.net",2151,https://pbs.twimg.com/profile_images/1520108564026699777/_qB3sgkC_normal.jpg,1963,False,7,2,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}", shameful and horrific. is there a longer video of this meeting?,,,178,0.06219426974143955,0.00832281292373872,0,225.0
1712065300756066488,WilliamLamkin,William Lamkin,DreamGaussian: Generative Gaussian Splatting for Efficient 3D Content Creation The @Gradio demo for DreamGaussian is available now on @huggingface ! Give it a try: https:// huggingface.co/spaces/jiawei0 11/dreamgaussian … Try our live demo for DreamGaussian to get your 3D model in under two minutes at https:// huggingface.co/spaces/jiawei0 11/dreamgaussian … Thanks to @huggingface for the free GPU grant!,,[],[],https://x.com/WilliamLamkin/status/1712065300756066488,"{""data_posted"":null,""description"":""Try our live demo for DreamGaussian to get your 3D model in under two minutes at https://t.co/h65lRLDeja🔥\n\nThanks to @huggingface  for the free GPU grant! https://t.co/jGUFAfKEgQ"",""photos"":null,""post_id"":""1712050187236147225"",""profile_id"":""jiawei6_ren"",""profile_name"":""Jiawei Ren"",""url"":""https://x.com/jiawei6_ren/status/1712050187236147225"",""videos"":[""https://video.twimg.com/ext_tw_video/1712049877839179776/pu/vid/avc1/1234x720/Ngq-SRq-9jVVM8OJ.mp4?tag=12""]}","[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""1116114127519244290"",""profile_name"":""Gradio"",""url"":""https://x.com/Gradio""},{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""778764142412984320"",""profile_name"":""Hugging Face"",""url"":""https://x.com/huggingface""}]",2,10,43,15123.0,https://huggingface.co/spaces/jiawei011/dreamgaussian,[],6060,🧙‍♂️ Navigator of Latent Space 🌌 • ⚗️ Synthesizer of Discourse 📚 • 🗝 Curator of Wisdom 🧠 • 🏕 Keeper of the Flame 🔥,26032,https://pbs.twimg.com/profile_images/1753068584467562496/NV67CC52_normal.jpg,7174,False,0,13,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}", dreamgaussian: generative gaussian splatting for efficient 3d content creation the demo for dreamgaussian is available now on ! give it a try: huggingface.co/spaces/jiawei0 11/dreamgaussian … try our live demo for dreamgaussian to get your 3d model in under two minutes at huggingface.co/spaces/jiawei0 11/dreamgaussian … thanks to for the free gpu grant!,,,78,0.012869163504372215,0.005157365776249669,0,66.0
